qid227,qid228,qid230,qid231_text,qid232,qid234,qid297,qid297_7_text,qid299_text,qid250_1,qid250_2,qid250_3,qid250_4,qid250_5,qid250_6,qid250_7,qid250_8,qid300_1,qid300_4,qid300_5,qid300_6,qid300_7,qid300_8,qid300_9,qid300_10,qid300_10_text,qid251_1,qid251_2,qid251_3,qid251_4,qid251_5,qid251_6,qid251_7,qid251_8,qid251_9,qid251_9_text,qid235_13,qid235_1,qid235_2,qid235_3,qid235_4,qid235_8,qid235_9,qid235_10,qid235_11,qid235_11_text,qid236_text,qid237_1_1,qid237_1_2,qid237_1_3,qid237_2_1,qid237_2_2,qid237_2_3,qid237_3_1,qid237_3_2,qid237_3_3,qid237_4_1,qid237_4_2,qid237_4_3,qid237_5_1,qid237_5_2,qid237_5_3,qid237_6_1,qid237_6_2,qid237_6_3,qid237_7_1,qid237_7_2,qid237_7_3,qid237_8_1,qid237_8_2,qid237_8_3,qid237_9_1,qid237_9_2,qid237_9_3,qid237_10_1,qid237_10_2,qid237_10_3,qid237_11_1,qid237_11_2,qid237_11_3,qid237_12_1,qid237_12_2,qid237_12_3,qid237_13_1,qid237_13_2,qid237_13_3,qid238_1,qid238_7,qid238_8,qid238_9,qid238_10,qid238_2,qid238_13,qid238_13_text,qid240_1,qid240_2,qid240_3,qid240_4,qid240_5,qid240_7,qid240_8,qid240_9,qid240_10,qid240_26,qid240_11,qid240_12,qid240_28,qid240_13,qid240_14,qid240_15,qid240_16,qid240_17,qid240_20,qid240_21,qid240_22,qid240_23,qid240_24,qid240_25,qid240_29,qid240_18,qid240_18_text,qid241_text,qid243_text,qid244_text,qid245_text,qid247_text,qid248_text,qid249_1,qid249_2,qid249_3,qid252_1,qid252_2,qid252_3,qid252_4,qid252_5,qid252_6,qid252_7,qid252_8,qid252_9,qid252_10,qid252_11,qid252_12,qid305,qid273_1,qid273_2,qid273_3,qid273_4,qid273_5,qid273_6,qid274,qid306,qid302_1,qid302_2,qid302_3,qid302_4,qid275,qid276_text,qid307_text,qid278,qid279_text,qid280_text,qid281_text,qid282_text,qid267_text,qid268_text,qid270_text,qid309_text,qid283_text,qid284_text,qid245_text_32e7cc92_ay4puphdn8fxpartopics,qid245_text_32e7cc92_ay4puphdn8fxtopics,qid245_text_32e7cc92_ay4puphdn8fxtopichierarchy1,qid227_label,qid228_label,qid230_label,qid232_label,qid234_label,qid274_label,qid275_label,qid278_label,qid297_label,qid305_label,qid306_label
1.0,3.0,16.0,3039.0,3.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,-99,,,,,,,1.0,,,-99,"Community, music, art, spirit of sharing and caring",,1.0,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,One big annual one,4.0,5.0,6.0,1.0,1.0,6.0,8.0,8.0,7.0,6.0,7.0,7.0,7.0,6.0,1.0,4.0,,1.0,,1.0,,,3.0,3.0,,,,,4.0,-99,,5.0,-99,-99,I’m an architect myself and I know few others that would be more than happy to lend their skills.,Confest,350.0,300.0,250.0,150,Burning Seed 2019 was wonderful… I’d love to help make that again with all the amazing theme camps.,"Consider cutting costs on effigy and fuel, but encourage theme camps and good music.",,,,"Yes, I consent",25 - 34,Victoria,Attended 2-4 events,No,"It's a nice feature, but not essential.",Somewhat Disconnected,Not at all Important,,Somewhat Important,No preference / I'd attend either way
1.0,4.0,14.0,5167.0,2.0,2.0,5.0,-99,not a personally preferred outcome.,,,,,,,,1.0,,,,,,,1.0,,-99,,,,,,,,1.0,,-99,,,,,,,1.0,,1.0,board member,"participation in system of creativity, wonderment and resonant principles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,"regular informal local meetups quarterly village sized (60-80pp) within key catchments with activities contrained to minimise governance, safety and permissioning friction one annual event of bigger scale (mini-burn-ish per Qs below, with increased logistical coordination.",6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,1.0,,1.0,1.0,,,3.0,2.0,,,,,5.0,-99,-99,4.0,-99,-99,-99,-99,650.0,600.0,500.0,0,-99,-99,,,,"Yes, I consent",35 - 44,South Australia,Attended 1 event,Yes,"It's a nice feature, but not essential.",Very Disconnected,Not Very Important,"No, I prefer to attend without them.",Somewhat Important,To attend a Burn during warmer months without effigy/temple burns
1.0,4.0,16.0,3058.0,3.0,1.0,,,,,,,,1.0,,,,,,,,1.0,,1.0,,-99,,,,,,,1.0,,,-99,1.0,1.0,,,,,,,,-99,-99,,,1.0,,,1.0,1.0,,,,,1.0,,,1.0,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,,1.0,,,,1.0,,,,,1.0,,1.0,Happy to run a theme camp again at some stage,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,,-99,,,,5000 person burn,,1.0,3.0,7.0,7.0,8.0,8.0,2.0,1.0,1.0,1.0,7.0,8.0,8.0,,1.0,,1.0,,1.0,,,3.0,2.0,,,,,4.0,-99,-99,3.0,-99,-99,-99,-99,400.0,350.0,270.0,150,-99,-99,,,,"Yes, I consent",35 - 44,Victoria,Attended 2-4 events,No,"It's a nice feature, but not essential.",Somewhat Disconnected,Somewhat Important,,Very Important,To attend a Burn during warmer months without effigy/temple burns
1.0,5.0,16.0,3183.0,4.0,1.0,,,,,1.0,,,,,,,,,1.0,,1.0,,,,-99,,,,,,1.0,,,1.0,Difficulty walking the long distance around camps,,,1.0,1.0,1.0,,1.0,,,-99,Community art and the burn,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,-99,-99,,,,-99,-99,4.0,4.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,7.0,7.0,8.0,7.0,2.0,7.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,2.0,-99,-99,5.0,-99,-99,-99,-99,350.0,350.0,250.0,250,"Community, fire celebration ",Winter was a big factor in people not wanting to attend. ,,,,"Yes, I consent",45 - 54,Victoria,Attended 5+ events,No,"It is an essential, non-negotiable part of the event for me.",Somewhat Connected,Not at all Important,,Not Important,To attend a Burn during colder months to ensure effigy/temple burns occur
1.0,4.0,10.0,2077.0,3.0,2.0,1.0,-99,"Family camping/ quieter areas, accessible (and clean) toilets",,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,-99,,,,,1.0,,1.0,,,-99,"Self expression, personal growth, adventure, music, culture, fun times",,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,-99,-99,,,,,Burning seed plus smaller more local events throughout the year,1.0,2.0,3.0,8.0,8.0,8.0,8.0,7.0,1.0,1.0,1.0,6.0,8.0,8.0,8.0,5.0,,,1.0,1.0,,1.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,-99,-99,3.0,Coolendel near Nowra,-99,-99,-99,405.0,380.0,300.0,100,I hope they continue!,Very grateful there’s a community so passionate to keep this up. Thank you!,,,,"Yes, I consent",35 - 44,New South Wales,Attended 2-4 events,Yes,It is a very important part of the experience.,Neutral,Somewhat Important,"Yes, I have before and/or would again.",Neutral,To attend a Burn during colder months to ensure effigy/temple burns occur
1.0,4.0,10.0,2026.0,4.0,1.0,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,-99,,,,,,,1.0,,,-99,,,1.0,,,,,,,-99,-99,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,-99,3.0,3.0,4.0,7.0,7.0,7.0,7.0,,,,,,7.0,7.0,7.0,5.0,1.0,1.0,,1.0,,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,-99,-99,4.0,-99,-99,-99,-99,,,,-99,-99,-99,,,,"Yes, I consent",35 - 44,New South Wales,Attended 5+ events,No,"It's a nice feature, but not essential.",Somewhat Connected,Not Very Important,,Neutral,To attend a Burn during warmer months without effigy/temple burns
1.0,4.0,10.0,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,-99,,,,,,,,1.0,,-99,,,,,,,,1.0,,-99,It’s fun ,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,2-4 per year. But this would include the bush doofs we already attend ,2.0,2.0,2.0,2.0,7.0,7.0,7.0,2.0,1.0,1.0,2.0,6.0,2.0,7.0,7.0,4.0,1.0,1.0,,,,,3.0,2.0,5.0,2.0,1.0,4.0,4.0,"The standalone events are good - Secret Valley, and the Peachy event(s) ",Good weather ,4.0,-99,-99,-99,-99,700.0,350.0,200.0,100,"A collective of fun people, good music and an amazing atmosphere",Don’t hold it in the middle of winter ,,,,"Yes, I consent",35 - 44,New South Wales,I have not attended a multi-day Burner event,No,"It's a nice feature, but not essential.",Somewhat Disconnected,Not Very Important,,Somewhat Important,To attend a Burn during warmer months without effigy/temple burns
1.0,4.0,10.0,2023.0,4.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,-99,,,,,,,1.0,,,-99,Self expression. Music m. Gift economy. Personal growth. Performing. ,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,1.0,,,1.0,,,,1.0,,,,1.0,,,1.0,,1.0,,,1.0,,,1.0,,,,,,1.0,,,-99,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,-99,,,,,,One big annual burn ,1.0,2.0,4.0,2.0,2.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,7.0,1.0,7.0,,,,1.0,,,3.0,3.0,1.0,1.0,5.0,1.0,5.0,I don’t feel any connection at the moment ,Less ego and more desire to share the event equally ,4.0,Wiseman ferry ,No ,No ,I live in a suburb that is not very interested or oriented to such events ,400.0,300.0,200.0,None ,Non mainstream and not dictated by social media trends ,"No, I attended BS twice in 20016/18 and was incredible ",,,,"Yes, I consent",35 - 44,New South Wales,Attended 5+ events,No,"It's a nice feature, but not essential.",Very Disconnected,Not Very Important,,Not Important,No preference / I'd attend either way
1.0,4.0,10.0,2026.0,4.0,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,-99,,,,,,,1.0,,,-99,1.0,,1.0,1.0,1.0,1.0,1.0,,,-99,-99,1.0,,,1.0,,,,1.0,,,1.0,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,-99,-99,-99,,,,-99,1.0,2.0,3.0,6.0,,,,,,,,,,,,,,,,,,,2.0,1.0,3.0,2.0,2.0,2.0,1.0,Camp peachy and priscilla. And a little Mystopia but those two are the main ones. ,A regional leader or event that brings the camps together. (Maybe there is and I don’t know),2.0,-99,-99,-99,-99,600.0,500.0,450.0,250,-99,The pricing thing is hard because people will compare it to BRC but since we don’t have the economies of scale it may need to be more expensive.   Thank you for doing this work! THANK YOU!,,,,"Yes, I consent",35 - 44,New South Wales,Attended 5+ events,No,It is a very important part of the experience.,Very Connected,Very Important,,,To attend a Burn during colder months to ensure effigy/temple burns occur
1.0,4.0,1.0,2026.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,-99,Collaboration,1.0,,,1.0,,,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,"Other peoples role clarity, org chart and contact email for all crew","No, share the workload ",-99,-99,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, I consent",35 - 44,Australian Capital Territory,Attended 5+ events,No,,,,,,
1.0,5.0,16.0,3737.0,1.0,1.0,,,,,,,,,1.0,,,,1.0,,1.0,,,1.0,,-99,,,,,,1.0,,,,-99,,,,,,,,1.0,,-99,Meeting like minded others ,,1.0,,,1.0,,,1.0,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,-99,1.0,1.0,,1.0,2.0,7.0,7.0,7.0,8.0,8.0,8.0,6.0,7.0,7.0,2.0,5.0,,1.0,,,,,5.0,2.0,,,,,5.0,-99,-99,6.0,-99,-99,-99,-99,400.0,400.0,400.0,500,-99,-99,,,,"Yes, I consent",45 - 54,Victoria,I have not attended a multi-day Burner event,No,I have no opinion / I'm not sure.,Very Disconnected,Don't Know,,Neutral,To attend a Burn during warmer months without effigy/temple burns
1.0,5.0,16.0,3199.0,4.0,2.0,7.0,"Small one day get together, yes. Small burn style camps 2-3 days yes, proper burn like Burning Man or Burning Seed, no","It is an easy experience already, it just changes the experience. If you bring the kids, you share that with them and lose a little bit of your own experience.",,,,,,,,1.0,,,,,,,1.0,,-99,,,,,1.0,,,,,-99,,1.0,1.0,1.0,1.0,,1.0,,,-99,"“Love is in the air” song came into my mind… I love how everyone participates some how, everything is clean, well organised. Majority of people are “doers” and ready to have a good time",,1.0,,,1.0,,,1.0,,1.0,1.0,,,1.0,,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,-99,Workload balance is a very good one. I just give what I can give ,"Any time i participate it doesn’t feel like a chore but an experience that is extremely gratifying. I can’t think of anything to make it better, sorry.","No challenges really. I only have managed things that I knew I could manage easy, like organising small events, leading a kitchen crew for a meal or creating a art piece but all just specific things that I could commit too.",Not really that I am aware of … that will be my next challenge ,"One piece we did was good and it worked, but was small. Second big one, a maze: What I imagine wasn’t exactly what I ended with… it worked, but it wasn’t pretty. People liked it anyways but I am planning to do it again but better","Big one annual burn. The small ones happen organically, organised by camps. ",2.0,3.0,3.0,8.0,7.0,6.0,6.0,6.0,2.0,1.0,1.0,6.0,7.0,7.0,7.0,4.0,,,,,1.0,,1.0,3.0,,,,,2.0,Communication seems to be very open and good,Not sure,2.0,-99,-99,-99,-99,1000.0,500.0,400.0,350,-99,"You don’t need a big temple fire. It could be a small control fire for the burns, with light show to compensate instead of a big burn. Be creative. Fire as a símbolos yes, it is needed, but just small",,Unknown,,"Yes, I consent",45 - 54,Victoria,Attended 5+ events,Yes,"It is an essential, non-negotiable part of the event for me.",Somewhat Connected,Very Important,"Maybe, it depends on...",Somewhat Important,No preference / I'd attend either way
1.0,3.0,10.0,2830.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,-99,,,1.0,,,,,1.0,,-99,"Community, self-expression, art, music, connections. ",,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Bar and running games stations,,,,,,One big annual burn,3.0,3.0,3.0,1.0,2.0,8.0,8.0,8.0,1.0,1.0,1.0,7.0,8.0,8.0,1.0,7.0,,1.0,,1.0,,,2.0,2.0,2.0,1.0,2.0,2.0,4.0,-99,-99,4.0,-99,-99,-99,-99,500.0,400.0,350.0,-99,-99,-99,,,,"Yes, I consent",25 - 34,New South Wales,I have not attended a multi-day Burner event,No,It is a very important part of the experience.,Somewhat Disconnected,Not Very Important,,Not Important,To attend a Burn during warmer months without effigy/temple burns
1.0,4.0,10.0,2049.0,4.0,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,-99,,,,,,,1.0,,,-99,,,1.0,,1.0,,1.0,,,-99,All of the above,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,-99,Training on how to become and trial being lead. Maybe put out to those who volunteer an option to “shadow” the lead during part of a shift later in the event,,,,,4-5 burn events a year. Have only experienced small sized burns,2.0,3.0,3.0,7.0,8.0,8.0,8.0,7.0,6.0,7.0,8.0,8.0,8.0,8.0,7.0,4.0,,,,,1.0,,3.0,2.0,4.0,2.0,2.0,3.0,1.0,Frequency and accessibility of events,"Organized way to communicate. Platform for people to be able to contribute outside of events (art/infrastructure build days outside of events, ways for theme camps to identify needed equipment for people to look out for)",4.0,"My friends throw a big NYE event at a site in Barrington, will get details and send to Peter",-99,"The coal loader in North Sydney has a public tool library for tool loans. I’ve heard there are others. I (CJ) would be happy to volunteer to catalogue these, maybe build an AI tool to do a search function. Reach out if deemed worth while","Maybe build connections with local theaters to see if we could take any of their set builds after a show run is complete. Op shops have to toss a bunch of donated items they can’t sell, wonder if there’s a way for us to get notice so we can do sweeps for burner project materials. The bicycle garden is a volunteer org that could help with any bike related builds.",600.0,500.0,300.0,200,A space where people are able to contribute and get involved in meaningful ways outside of just events,Create a way for this to be accessible and findable,,,,"Yes, I consent",35 - 44,New South Wales,Attended 5+ events,No,"It's a nice feature, but not essential.",Very Connected,Not Very Important,,Somewhat Important,To attend a Burn during warmer months without effigy/temple burns
1.0,4.0,10.0,2155.0,3.0,2.0,4.0,-99,Kids Camp,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,-99,1.0,,1.0,,1.0,1.0,,,,-99,10 Principles ,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,1.0,1.0,1.0,,,,,-99,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,-99,Better communication and structured meetings,More structure and more volunteers ,,,,All options,2.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,,1.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,We have many burners who want to celebrate life together,More hands on deck (multiple team leads etc..),1.0,Nope ,Nope,Nope,Riverina ,400.0,300.0,222.0,150,We need to help Burning Seed be the main NSW burn event,Love you all,,,,"Yes, I consent",35 - 44,New South Wales,Attended 2-4 events,Yes,"It is an essential, non-negotiable part of the event for me.",Somewhat Connected,Absolutely Essential,"I'm open to it, but haven't yet.",Very Important,To attend a Burn during warmer months without effigy/temple burns
1.0,5.0,13.0,,2.0,2.0,5.0,-99,-99,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,-99,,,,,,,1.0,,,-99,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,-99,2.0,2.0,3.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,5.0,,,,1.0,,1.0,1.0,3.0,,,,,4.0,-99,More little gathering spread out in tge year to reconnect community ,6.0,-99,-99,-99,"Earth Frequency, Woodford",450.0,380.0,350.0,200,Bug and shining high,"Bring it on, let go of fear and just bring it on ",,,,"Yes, I consent",45 - 54,Queensland,Attended 1 event,Yes,"It is an essential, non-negotiable part of the event for me.",Somewhat Disconnected,Don't Know,"No, I prefer to attend without them.",Neutral,No preference / I'd attend either way
1.0,3.0,10.0,2204.0,4.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,1.0,,-99,,,,,,,1.0,,,-99,,,1.0,,1.0,,,,,-99,-99,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,-99,Clear role & responsibilities,,,,,Annual burn ,3.0,3.0,3.0,2.0,2.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,1.0,7.0,,,1.0,1.0,,,3.0,2.0,5.0,2.0,2.0,3.0,3.0,-99,-99,3.0,-99,-99,-99,-99,500.0,450.0,400.0,300,-99,-99,,,,"Yes, I consent",25 - 34,New South Wales,Attended 5+ events,No,"It's a nice feature, but not essential.",Neutral,Somewhat Important,,Not Important,To attend a Burn during warmer months without effigy/temple burns
1.0,4.0,10.0,2041.0,4.0,1.0,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,-99,,,,,,,1.0,,,-99,,1.0,1.0,,1.0,,,,,-99,Genuine connections with people,1.0,,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,,1.0,,,1.0,,,,,,,1.0,,,-99,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,-99,-99,-99,-99,-99,,-99,2.0,2.0,7.0,7.0,7.0,8.0,7.0,2.0,1.0,1.0,2.0,2.0,7.0,7.0,1.0,4.0,,,,,1.0,,4.0,2.0,2.0,2.0,2.0,2.0,2.0,-99,-99,5.0,-99,-99,-99,-99,0.0,0.0,0.0,0,-99,-99,,,,"Yes, I consent",35 - 44,New South Wales,Attended 5+ events,No,It's not important to me.,Somewhat Connected,Not at all Important,,Somewhat Important,To attend a Burn during warmer months without effigy/temple burns
1.0,5.0,10.0,2630.0,2.0,1.0,,,,,1.0,,,,,,,1.0,1.0,,,1.0,,,,-99,,,,,,,1.0,,,-99,,,1.0,,1.0,,,,,-99,"Community,  welcoming people and spaces,  no judgement,  leave no trace (love no rubbish), shared food drinks and spaces.  I love giving things,  seeing everyone's outfits and talents,  I enjoy volunteering,  inclusion and safety, especially to take off clothes and run around a fire",,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,-99,"I helped with some sanctuary/ peer orientation as some hand overs were lacking information and my cabin was close by,  letting them know where snacks and drinks where etc.  All things the things suggested are good.  We had great greeter training, recognition is always lovely,  clarification,  support etc.   I know things have to be manned and timetabled but maybe some options to lob in and help out when available,  although managed to do this in kitchen and MOOP patrol and toilets... as I have intermittent health issues I am scared to put my name down for a lot of proper shifts. But can muck in and help out a lot more on the day when I know health issues and energy levels ",,,,,"I'm only new..  But several things is great.. some south , west as well as north,  maybe April, September , November... not a fan of the heat",6.0,6.0,6.0,6.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,,3.0,3.0,3.0,2.0,3.0,3.0,2.0,"Facebook posts, pub events,  communications and friendly messages and people",Too new to know --  ,3.0,Unfortunately not really but am keeping my eyes and ears open,Unfortunately not really but am keeping my eyes and ears open,Unfortunately not really but keeping my eyes and ears open ,Unfortunately not really but am keeping my eyes and ears open ,600.0,480.0,340.0,200,"Inclusive,  various locations,  some south or Canberra adjacent,  too new to know","I'm sure I'll think of something as soon as I click submit... ha ha... too new to know... I did enjoy real toilets,  fresh water,  kitchen, access to power to recharge things  and structures like hall etc.  Plus flat easy to walk area,  plenty of parking close to camping etc Thanks for all you do Amazing",,,,"Yes, I consent",45 - 54,New South Wales,Attended 1 event,No,"It's a nice feature, but not essential.",Somewhat Connected,Somewhat Important,,Somewhat Unimportant,No preference / I'd attend either way
1.0,3.0,10.0,2043.0,4.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,-99,,,1.0,,1.0,,1.0,,,-99,"Freedom of self expression, encouraging creativity and experimentation Community and connection, feeling included and accepted  Contributing and participating, the feeling that everyone is part of a journey together  Celebration and playfulness ",,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,-99,-99,,,,-99,-99,2.0,2.0,4.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,4.0,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,3.0,2.0,1.0,2.0,2.0,-99,-99,4.0,-99,-99,-99,-99,500.0,450.0,400.0,200,-99,-99,,,,"Yes, I consent",25 - 34,New South Wales,Attended 5+ events,No,It is a very important part of the experience.,Somewhat Connected,Not Very Important,,Somewhat Important,To attend a Burn during warmer months without effigy/temple burns
1.0,3.0,10.0,2650.0,2.0,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,-99,1.0,,,,,1.0,,,,-99,,,,,,,1.0,,,-99,-99,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,-99,2.0,2.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,6.0,5.0,,,,1.0,1.0,,2.0,1.0,3.0,2.0,5.0,5.0,5.0,-99,-99,4.0,-99,-99,-99,-99,300.0,300.0,400.0,400,-99,-99,,,,"Yes, I consent",25 - 34,New South Wales,Attended 1 event,No,It is a very important part of the experience.,Very Disconnected,Not Very Important,,Neutral,To attend a Burn during colder months to ensure effigy/temple burns occur
1.0,4.0,16.0,3056.0,3.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,-99,,,1.0,,1.0,,,,,-99,"I have enjoyed the events I have been too. The diy, community event aspect of the event is appealing to me",,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,-99,I had a great time rangering ,,,,,"Honestly, I am only go to make it to the big burn",7.0,1.0,3.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,5.0,1.0,,1.0,1.0,,,2.0,3.0,,,,,4.0,-99,-99,4.0,-99,-99,-99,-99,450.0,400.0,250.0,-99,I was love to see seed return to its former glory and trajectory of year on year improvements. I would also love the site to have swimming ,-99,,,,"Yes, I consent",35 - 44,Victoria,Attended 2-4 events,No,It is a very important part of the experience.,Somewhat Disconnected,Not Very Important,,Neutral,No preference / I'd attend either way
